reduced_formulas,etl,htl,bandgap,device_stack,pce,etl_SMILES,htl_SMILES
Br45C95Cs5H491I255N174Pb100,"['SnO2-np', 'PCBM-60']",['M109'],0.0,"['SLG', 'FTO', 'SnO2-np', 'PCBM-60', 'Perovskite', 'M109', 'Au']",17.085,"['O=[Sn]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['CC(C)(C)OC(=O)NC(CC=C)C(=O)O']
Br45C95Cs5H491I255N174Pb100,"['SnO2-np', 'PCBM-60']",['M110'],0.0,"['SLG', 'FTO', 'SnO2-np', 'PCBM-60', 'Perovskite', 'M110', 'Au']",14.575,"['O=[Sn]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['CCC(=NNC(=O)C1=CC(=NC=C1)NCCCN2CCOCC2)C3=C(C=C(C=C3)Cl)O']
Br45C95Cs5H491I255N174Pb100,"['SnO2-np', 'PCBM-60']",['Spiro-MeOTAD'],0.0,"['SLG', 'FTO', 'SnO2-np', 'PCBM-60', 'Perovskite', 'Spiro-MeOTAD', 'Au']",17.39,"['O=[Sn]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,"['SnO2-np', 'PCBM-60']",['X25'],0.0,"['SLG', 'FTO', 'SnO2-np', 'PCBM-60', 'Perovskite', 'X25', 'Au']",16.475,"['O=[Sn]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['CC1=C(OC2=C1C(=CC=C2)OC3CCN=CC3)C4=NC(=NO4)CC5=CC=CC=C5']
Br45C95Cs5H491I255N174Pb100,['TiO2-c'],"['3-Butylthiophene', 'Spiro-MeOTAD']",0.0,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', '3-Butylthiophene', 'Spiro-MeOTAD', 'Au']",18.925,['O=[Ti]=O'],"['CCCCC1=CSC=C1', 'COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']"
Br45C95Cs5H491I255N174Pb100,['TiO2-c'],"['3-Dodecylthiophene', 'Spiro-MeOTAD']",0.0,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', '3-Dodecylthiophene', 'Spiro-MeOTAD', 'Au']",18.58,['O=[Ti]=O'],"['CCCCCCCCCCCCC1=CSC=C1', 'COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']"
Br45C95Cs5H491I255N174Pb100,['TiO2-c'],"['3-Ethylthiophene', 'Spiro-MeOTAD']",0.0,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', '3-Ethylthiophene', 'Spiro-MeOTAD', 'Au']",18.775,['O=[Ti]=O'],"['CCC1=CSC=C1', 'COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']"
Br45C95Cs5H491I255N174Pb100,['TiO2-c'],"['3-Hexylthiophene', 'Spiro-MeOTAD']",0.0,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', '3-Hexylthiophene', 'Spiro-MeOTAD', 'Au']",19.415,['O=[Ti]=O'],"['CCCCCCC1=CSC=C1', 'COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']"
Br45C95Cs5H491I255N174Pb100,['TiO2-c'],"['3-Methylthiophene', 'Spiro-MeOTAD']",0.0,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', '3-Methylthiophene', 'Spiro-MeOTAD', 'Au']",18.325,['O=[Ti]=O'],"['CC1=CSC=C1', 'COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']"
Br45C95Cs5H491I255N174Pb100,['TiO2-c'],['Spiro-MeOTAD'],0.0,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', 'Spiro-MeOTAD', 'Au']",17.21,['O=[Ti]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,['TiO2-c'],['Spiro-MeOTAD'],1.6100001716761378,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', 'Spiro-MeOTAD', 'Au']",18.17,['O=[Ti]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,['TiO2-c'],"['Thiophene', 'Spiro-MeOTAD']",0.0,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', 'Thiophene', 'Spiro-MeOTAD', 'Au']",18.240000000000002,['O=[Ti]=O'],"['C1=CSC=C1', 'COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']"
Br45C95Cs5H491I255N174Pb100,"['TiO2-c', 'TiO2-mp']",['Spiro-MeOTAD'],0.0,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'Spiro-MeOTAD', 'Au']",15.418181818181818,"['O=[Ti]=O', 'O=[Ti]=O']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,"['TiO2-c', 'TiO2-mp']",['Spiro-MeOTAD'],1.6000001706098266,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'Spiro-MeOTAD', 'Au']",19.3,"['O=[Ti]=O', 'O=[Ti]=O']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,"['TiO2-c', 'TiO2-mp', 'PCBM-60']",['Spiro-MeOTAD'],1.6000001706098266,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'PCBM-60', 'Perovskite', 'Spiro-MeOTAD', 'Au']",18.5,"['O=[Ti]=O', 'O=[Ti]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,"['TiO2-c', 'TiO2-mp', 'PCBM-60', ' PMMA']",['Spiro-MeOTAD'],1.6000001706098266,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'PCBM-60; PMMA', 'Perovskite', 'Spiro-MeOTAD', 'Au']",17.8,"['O=[Ti]=O', 'O=[Ti]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC(=C)C(=O)OC']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,"['TiO2-c', 'TiO2-mp', 'PCBM-60', ' PS']",['Spiro-MeOTAD'],1.6000001706098266,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'PCBM-60; PS', 'Perovskite', 'Spiro-MeOTAD', 'Au']",19.5,"['O=[Ti]=O', 'O=[Ti]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'C([N+](=O)[O-])(Cl)(Cl)Cl']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,"['TiO2-c', 'TiO2-mp', 'PCBM-60', ' PTAA']",['Spiro-MeOTAD'],1.6000001706098266,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'PCBM-60; PTAA', 'Perovskite', 'Spiro-MeOTAD', 'Au']",12.6,"['O=[Ti]=O', 'O=[Ti]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,"['TiO2-c', 'TiO2-mp', 'PCBM-60', ' PVK']",['Spiro-MeOTAD'],1.6000001706098266,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'Spiro-MeOTAD', 'Au']",20.3,"['O=[Ti]=O', 'O=[Ti]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'C=CN1C2=CC=CC=C2C3=CC=CC=C31']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,"['TiO2-c', 'TiO2-mp', 'PCBM-60', ' Poly(N-vinylcarbazole)']",['Spiro-MeOTAD'],1.6000001706098266,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'PCBM-60; Poly(N-vinylcarbazole)', 'Perovskite', 'Spiro-MeOTAD', 'Au']",20.65,"['O=[Ti]=O', 'O=[Ti]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'C=CN1C2=CC=CC=C2C3=CC=CC=C31']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C95Cs5H491I255N174Pb100,['TiO2-np'],"['NiO-np', 'Spiro-MeOTAD']",1.7000001812729406,"['SLG', 'FTO', 'TiO2-np', 'Perovskite', 'NiO-np', 'Spiro-MeOTAD', 'Au']",18.5775,['O=[Ti]=O'],"['O=[Ni]', 'COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']"
Br45C95Cs5H491I255N174Pb100,"['TiO2-np', 'PCBM-60']",['Spiro-MeOTAD'],1.5800001684772036,"['SLG', 'FTO', 'TiO2-np', 'PCBM-60', 'Perovskite', 'Spiro-MeOTAD', 'Au']",17.525,"['O=[Ti]=O', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C96Cs4H494I255N178Pb100,['SnO2-np'],"['PBDB-T', 'Spiro-MeOTAD']",0.0,"['SLG', 'ITO', 'SnO2-np', 'Perovskite', 'PBDB-T', 'Spiro-MeOTAD', 'Au']",19.05,['O=[Sn]=O'],"['CCCCC(CC)CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C)C(=O)C8=C(SC(=C8C7=O)CC(CC)CCCC)CC(CC)CCCC)C9=CC=C(S9)CC(CC)CCCC)C.N', 'COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']"
Br45C96Cs4H494I255N178Pb100,['SnO2-np'],['Spiro-MeOTAD'],0.0,"['SLG', 'ITO', 'SnO2-np', 'Perovskite', 'PBDB-T', 'Spiro-MeOTAD', 'Au']",19.05,['O=[Sn]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C96Cs4H496I255N176Pb100,"['TiO2-c', 'TiO2-mp']",['PTAA'],0.0,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'PTAA', 'Au']",17.27857142857143,"['O=[Ti]=O', 'O=[Ti]=O']",['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C']
Br45C96Cs5H495I255N177Pb100,['SnO2-np'],['Spiro-MeOTAD'],0.0,"['PET', 'ITO', 'SnO2-np', 'Perovskite', 'Spiro-MeOTAD', 'Au']",18.68,['O=[Sn]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C96H495I251N177Pb100,"['TiO2-c', 'TiO2-mp']",['Spiro-MeOTAD'],0.0,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'Spiro-MeOTAD', 'Au']",17.155,"['O=[Ti]=O', 'O=[Ti]=O']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br45C96H495I255N177Pb100,['PCBM-60'],['NiO-np'],0.0,"['SLG', 'ITO', 'NiO-np', 'Perovskite', 'PCBM-60', 'Ag']",8.401428571428571,['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1'],['O=[Ni]']
Br45C96H495I255N177Pb100,"['PCBM-60', 'C60', 'BCP']",['PTAA'],0.0,"['SLG', 'ITO', 'PTAA', 'Perovskite', 'PCBM-60', 'C60', 'BCP', 'Cu']",20.107857142857142,"['COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']",['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C']
Br45C99H528I255N165Pb100,['Nb2O5'],['Spiro-MeOTAD'],0.0,"['PET', 'ITO', 'Nb2O5', 'Perovskite', 'Spiro-MeOTAD', 'Au']",15.71,['O=[Nb](=O)O[Nb](=O)=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br46C100H515I254N185Pb100,"['TiO2-c', 'TiO2-mp']",['PTAA'],0.0,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'PTAA', 'Au']",15.83,"['O=[Ti]=O', 'O=[Ti]=O']",['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C']
Br46C90Cs10H465I254N165Pb100,['TiO2-c'],['Spiro-MeOTAD'],0.0,"['SLG', 'FTO', 'TiO2-c', 'Perovskite', 'Spiro-MeOTAD', 'Au']",16.809166666666666,['O=[Ti]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br46C97Cs3H505I254N174Pb100,"['TiO2-c', 'TiO2-mp']",['Spiro-MeOTAD'],1.5000001599467123,"['SLG', 'FTO', 'TiO2-c', 'TiO2-mp', 'Perovskite', 'Spiro-MeOTAD', 'Au']",16.1,"['O=[Ti]=O', 'O=[Ti]=O']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br475C3662Cs1334H18642I4525N6992Pb5000,['TiO2-np'],['Spiro-MeOTAD'],1.6500001759413836,"['SLG', 'FTO', 'TiO2-np', 'Perovskite', 'Spiro-MeOTAD', 'Au']",18.49,['O=[Ti]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
Br475C4664Cs332H24655I4525N7994Pb5000,['TiO2-np'],['Spiro-MeOTAD'],1.6300001738087604,"['SLG', 'FTO', 'TiO2-np', 'Perovskite', 'Spiro-MeOTAD', 'Au']",19.045,['O=[Ti]=O'],['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
